ANO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACION DANE,No. INSTITUCIONES
2019,3,BOYACA,SORACA,50,6015,6
2019,3,CAUCA,VILLA RICA,248,21000,22
2019,1,LA GUAJIRA,MANAURE,577,88881,89
2019,3,BOYACA,PACHAVITA,28,2447,3
2019,3,CUNDINAMARCA,CHOCONTA,1166,21425,21
2018,4,NORTE DE SANTANDER,EL ZULIA,414,26700,28
2019,2,NORTE DE SANTANDER,CONVENCION,268,19131,19
2018,3,VALLE DEL CAUCA,EL CERRITO,4797,56470,57
2019,4,HUILA,YAGUARA,310,7774,8
2019,3,GUAINIA,PANA PANA,0,1959,2
2019,1,CORDOBA,PURISIMA,51,17411,18
2019,4,ARAUCA,SARAVENA,2940,59697,61
2019,1,MAGDALENA,CONCORDIA,7,10908,11
2019,4,CORDOBA,PUERTO LIBERTADOR,208,42835,43
2020,1,ANTIOQUIA,TITIRIBI,525,10719,11
2020,1,SANTANDER,SURATA,26,3987,4
2018,4,CESAR,PUEBLO BELLO,20,27007,27
2018,3,SUCRE,COLOSO,15,8623,9
2019,1,CAUCA,ROSAS,24,11495,12
2018,3,ANTIOQUIA,ARGELIA,288,7689,9
2020,1,GUAINIA,PUERTO COLOMBIA,0,1984,2
2019,3,BOYACA,ALMEIDA,33,1845,2
2019,3,CORDOBA,CHIMA,48,17738,19
2019,3,TOLIMA,CASABIANCA,103,6326,7
2019,3,CUNDINAMARCA,FUNZA,20857,99387,100
2019,2,CORDOBA,SAN CARLOS,110,27174,27
2018,3,RISARALDA,LA CELIA,116,7514,8
2018,3,CUNDINAMARCA,GUTIERREZ,77,3410,4
2018,4,CUNDINAMARCA,CARMEN DE CARUPA,92,7580,8
2019,2,CUNDINAMARCA,GACHALA,131,4386,5
2018,3,SANTANDER,CALIFORNIA,40,2130,2
2019,2,BOYACA,BUENAVISTA,41,4396,5
2018,4,CAQUETA,CARTAGENA DEL CHAIRA,22,30399,31
2018,4,LA GUAJIRA,EL MOLINO,7,7185,7
2019,1,ANTIOQUIA,BETULIA,751,15736,16
2019,4,SANTANDER,PALMAR,18,1386,2
2018,3,CHOCO,NOVITA,29,9153,9
2019,3,VALLE DEL CAUCA,ANDALUCIA,2003,22515,23
2018,3,TOLIMA,COELLO,157,8248,8
2019,3,ANTIOQUIA,DON MATIAS,2596,19332,20
2019,1,LA GUAJIRA,RIOHACHA,19604,195747,197
2018,4,LA GUAJIRA,MAICAO,9377,170582,171
2020,1,CORDOBA,BUENAVISTA,94,21451,22
2020,1,HUILA,VILLAVIEJA,128,7240,8
2019,3,NARI�O,SAN LORENZO,72,18435,19
2018,3,CUNDINAMARCA,SAN BERNARDO,77,8487,9
2019,1,CESAR,PUEBLO BELLO,9,28298,29
2019,3,BOYACA,TOCA,175,8831,10
2019,1,CAUCA,ARGELIA,47,26376,27
2018,3,CESAR,SAN DIEGO,219,19022,19
2019,2,SANTANDER,CHARALA,217,12256,12
2019,3,LA GUAJIRA,SAN JUAN DEL CESAR,2215,48387,49
2019,3,TOLIMA,COYAIMA,635,22610,23
2019,4,ANTIOQUIA,HELICONIA,222,5400,6
2020,1,CAQUETA,PUERTO RICO,578,26282,27
2018,4,NARI�O,CONSACA,93,13784,14
2019,2,BOYACA,LA UVITA,95,2831,3
2020,1,CUNDINAMARCA,TOCAIMA,422,16611,17
2019,1,TOLIMA,COYAIMA,577,22610,24
2018,3,CUNDINAMARCA,VILLETA,2539,26873,27
2019,1,SANTANDER,LOS SANTOS,81,14485,15
2019,4,BOYACA,MONIQUIRA,993,22821,23
2019,1,ANTIOQUIA,CA�ASGORDAS,785,15490,16
2018,3,ANTIOQUIA,OLAYA,166,3127,3
2019,4,META,PUERTO CONCORDIA,42,8484,9
2018,4,BOYACA,CAMPOHERMOSO,57,3121,4
2019,3,QUINDIO,CIRCASIA,3808,28631,29
2019,4,SUCRE,SAN JUAN DE BETULIA,30,13892,15
2018,4,MAGDALENA,ARACATACA,561,39857,40
2019,1,CUNDINAMARCA,NILO,250,11441,12
2019,4,CUNDINAMARCA,NEMOCON,229,13868,15
2019,1,QUINDIO,ARMENIA,73813,300194,301
2020,1,BOLIVAR,MAGANGUE,9786,140156,141
2019,2,AMAZONAS,PUERTO ALEGRIA,1,759,1
2019,2,RISARALDA,QUINCHIA,616,27235,28
2018,4,BOLIVAR,MOMPOS,1332,44442,45
2018,3,BOLIVAR,CORDOBA,155,15960,17
2018,4,MAGDALENA,SITIONUEVO,14,27128,28
2019,1,BOYACA,BERBEO,39,1587,2
2019,4,SANTANDER,PARAMO,20,4773,6
2018,4,CUNDINAMARCA,LA MESA,2347,32694,33
2019,3,CAUCA,CAJIBIO,188,42439,43
2018,3,BOYACA,RONDON,48,2407,3
2018,3,AMAZONAS,MIRITI - PARANA,0,1850,2
2019,4,LA GUAJIRA,BARRANCAS,934,37170,38
2018,4,CUNDINAMARCA,SASAIMA,327,10711,11
2019,1,CORDOBA,VALENCIA,909,36042,37
2019,2,MAGDALENA,ZAPAYAN,14,10293,11
2019,2,CUNDINAMARCA,PANDI,171,5146,6
2018,3,SANTANDER,LA PAZ,46,4953,5
2019,1,SANTANDER,VETAS,27,2142,2
2018,3,NARI�O,LOS ANDES,12,9547,10
2020,1,NARI�O,ANCUYA,19,8603,9
2020,1,VALLE DEL CAUCA,RESTREPO,210,15304,16
2019,2,CAUCA,GUAPI,23,27619,28
2018,3,BOYACA,OICATA,43,2821,4
2019,1,HUILA,LA PLATA,2051,61735,62
2018,3,CALDAS,ANSERMA,1828,36149,36
2018,3,PUTUMAYO,PUERTO ASIS,6790,64867,65
2018,3,LA GUAJIRA,FONSECA,2450,42772,43
2020,1,CUNDINAMARCA,UTICA,48,4434,5
2019,4,VAUPES,YAVARATE,1,1067,1
2019,4,BOYACA,COVARACHIA,16,2742,3
2020,1,NORTE DE SANTANDER,ARBOLEDAS,92,10056,10
2018,3,SANTANDER,RIONEGRO,215,26438,27
2019,3,SANTANDER,SUCRE,51,7103,7
2019,3,CUNDINAMARCA,ANOLAIMA,379,14161,14
2019,2,CUNDINAMARCA,SOACHA,117354,709276,709
2019,3,SUCRE,SINCELEJO,37035,286635,287
2019,2,CUNDINAMARCA,PASCA,69,9341,9
2018,3,BOYACA,COPER,79,3619,4
2018,3,CAUCA,SUCRE,18,9489,10
2019,4,MAGDALENA,PLATO,1725,63026,64
2018,3,CORDOBA,AYAPEL,1449,46968,47
2019,3,SANTANDER,MOLAGAVITA,47,4105,5
2018,3,VALLE DEL CAUCA,ZARZAL,4842,41925,42
2019,2,VICHADA,LA PRIMAVERA,50,9799,10
2020,1,CUNDINAMARCA,COGUA,1994,24434,25
2019,4,MAGDALENA,SITIONUEVO,18,28254,28
2019,3,ANTIOQUIA,BELMIRA,340,6054,6
2018,3,CUNDINAMARCA,TOCAIMA,963,15735,17
2018,3,VALLE DEL CAUCA,TRUJILLO,784,19226,20
2020,1,ANTIOQUIA,PUEBLORRICO,421,8735,9
2019,4,ANTIOQUIA,CARAMANTA,305,4670,5
2018,3,ANTIOQUIA,FRONTINO,1147,20739,21
2020,1,CESAR,MANAURE,179,10835,11
2019,4,BOLIVAR,SAN ESTANISLAO,54,18729,19
2020,1,VALLE DEL CAUCA,ARGELIA,243,5177,6
2019,4,VALLE DEL CAUCA,RIOFRIO,66,15483,16
2018,3,HUILA,TARQUI,277,17440,18
2019,1,ANTIOQUIA,SAN VICENTE,788,22258,23
2019,4,CUNDINAMARCA,VILLAGOMEZ,21,1783,3
2020,1,CAUCA,GUAPI,187,27696,28
2020,1,SANTANDER,ALBANIA,8,4336,5
2019,2,ANTIOQUIA,CAICEDO,256,8420,9
2019,2,ARAUCA,CRAVO NORTE,240,4042,5
2020,1,CUNDINAMARCA,ARBELAEZ,431,10959,12
2020,1,AMAZONAS,PUERTO ARICA,6,1042,2
2018,3,CUNDINAMARCA,MANTA,50,3737,4
2019,2,ANTIOQUIA,BURITICA,454,9502,10
2019,1,LA GUAJIRA,DIBULLA,35,40051,40
2019,1,NARI�O,LA FLORIDA,74,9985,11
2019,3,NORTE DE SANTANDER,CUCUTA,104194,749197,750
2019,1,CHOCO,NOVITA,32,9116,10
2019,2,MAGDALENA,SANTA ANA,22,25750,26
2018,3,BOLIVAR,EL GUAMO,85,8647,9
2019,4,SANTANDER,EL PLAYON,85,13882,14
2018,4,BOYACA,COVARACHIA,36,2806,4
2019,4,ATLANTICO,PUERTO COLOMBIA,5967,51695,53
2019,4,AMAZONAS,LA VICTORIA,0,652,1
2019,1,BOYACA,SOTAQUIRA,141,8237,8
2020,1,NORTE DE SANTANDER,SAN CALIXTO,35,12174,13
2020,1,ANTIOQUIA,BELMIRA,398,6116,6
2019,2,BOLIVAR,TALAIGUA NUEVO,143,13106,13
2019,3,CAQUETA,PUERTO RICO,647,26329,27
2019,2,ANTIOQUIA,VALDIVIA,583,13950,15
2019,3,ANTIOQUIA,SAN FRANCISCO,247,5776,6
2019,4,SANTANDER,ENCISO,16,3444,4
2019,2,BOYACA,TOGsI,41,4330,5
2019,4,BOYACA,GAMEZA,26,4845,5
2019,1,SUCRE,SAN MARCOS,1139,59254,60
2019,1,SUCRE,SAN PEDRO,16,18920,20
2018,4,CAUCA,PATIA,1043,36848,38
2018,2,GUAINIA,MORICHAL,0,908,1
2018,3,ANTIOQUIA,URRAO,1599,30127,31
2019,1,ANTIOQUIA,LA UNION,2183,21963,22
2019,3,MAGDALENA,SANTA ANA,25,25750,27
2019,2,CHOCO,LLORO,23,9850,10
2019,4,ANTIOQUIA,LA PINTADA,975,8298,8
2019,1,ANTIOQUIA,CONCEPCION,254,4760,5
2020,1,BOYACA,GAMEZA,31,4851,5
2020,1,LA GUAJIRA,FONSECA,3819,44544,45
2019,3,META,SAN JUANITO,33,1266,2
2019,1,ANTIOQUIA,BURITICA,446,9502,10
2019,2,CALDAS,RISARALDA,378,10640,11
2019,4,CUNDINAMARCA,JERUSALEN,20,2283,3
2019,3,BOLIVAR,CALAMAR,661,22794,24
2019,4,CHOCO,ACANDI,712,14085,15
2020,1,ARAUCA,SARAVENA,3444,63004,63
2019,2,CUNDINAMARCA,UNE,159,7144,7
2019,1,SUCRE,EL ROBLE,15,10215,11
2019,4,NARI�O,LEIVA,12,9653,10
2018,3,SANTANDER,SURATA,45,3975,5
2019,3,ANTIOQUIA,VIGIA DEL FUERTE,186,9265,10
2019,4,ATLANTICO,USIACURI,10,12743,13
2018,4,CUNDINAMARCA,GUASCA,786,15348,16
2020,1,CALDAS,SALAMINA,902,19393,20
2019,2,SUCRE,SINCELEJO,37020,286635,287
2020,1,BOLIVAR,SAN MARTIN DE LOBA,43,14897,15
2019,3,SANTANDER,ARATOCA,265,8368,9
2018,4,CHOCO,ISTMINA,2143,30742,31
2018,4,AMAZONAS,LA CHORRERA,50,2967,3
2019,3,NARI�O,CORDOBA,161,15496,16
2019,1,MAGDALENA,FUNDACION,2749,68681,69
2020,1,HUILA,ELIAS,8,4300,4
2018,3,CUNDINAMARCA,GACHALA,128,4436,5
2018,4,BOYACA,GUAYATA,82,3400,4
2019,4,MAGDALENA,CONCORDIA,8,10908,11
2019,3,CESAR,PUEBLO BELLO,21,28298,29
2020,1,NORTE DE SANTANDER,LABATECA,63,6574,7
2019,4,BOLIVAR,SOPLAVIENTO,61,10733,11
2019,3,NARI�O,CUASPUD,144,9199,10
2018,3,VALLE DEL CAUCA,ALCALA,1010,14062,15
2018,3,QUINDIO,CORDOBA,215,5642,6
2019,1,BOYACA,RAQUIRA,127,7958,9
2019,1,PUTUMAYO,COLON,278,5469,6
2019,1,NARI�O,RICAURTE,133,19885,21
2018,3,CORDOBA,LA APARTADA,671,14866,15
2018,4,CUNDINAMARCA,ZIPACON,59,4659,5
2018,4,CALDAS,RISARALDA,283,10815,11
2019,1,CUNDINAMARCA,SAN JUAN DE RIO SECO,167,8324,9
2019,3,TOLIMA,CARMEN DE APICALA,470,10306,11
2020,1,NARI�O,LEIVA,25,9571,10
2019,1,BOYACA,CHITA,127,7881,9
2018,4,ANTIOQUIA,EL CARMEN DE VIBORAL,5655,59416,60
2018,3,BOYACA,CHIQUIZA,27,4684,5
2018,3,CAUCA,GUAPI,29,27616,28
2019,4,ANTIOQUIA,ITUANGO,1030,27419,28
2019,3,NARI�O,LA TOLA,16,7441,8
2019,3,BOYACA,CHINAVITA,77,3198,4
2019,4,TOLIMA,MURILLO,23,4129,4
2018,3,TOLIMA,RONCESVALLES,112,5459,6
2018,3,CUNDINAMARCA,PUERTO SALGAR,1017,15453,16
2019,1,PUTUMAYO,SIBUNDOY,820,15217,16
2019,2,CUNDINAMARCA,PACHO,671,25046,25
2019,3,NORTE DE SANTANDER,SILOS,56,6380,7
2019,4,CAUCA,ROSAS,16,11495,12
2020,1,ANTIOQUIA,BURITICA,466,9634,10
2019,1,GUAINIA,CACAHUAL,26,886,1
2019,4,BOYACA,SATIVANORTE,25,2177,3
2018,3,SUCRE,PALMITO,33,14114,14
2019,4,BOLIVAR,SAN MARTIN DE LOBA,37,14792,15
2020,1,BOLIVAR,VILLANUEVA,169,25231,26
2018,4,CORDOBA,LORICA,5907,113909,115
2018,3,ANTIOQUIA,SAN JUAN DE URABA,518,20093,21
2018,3,SUCRE,CHALAN,6,4466,5
2019,2,NARI�O,CORDOBA,170,15496,16
2019,1,CUNDINAMARCA,GACHETA,284,8439,9
2019,1,NARI�O,TUQUERRES,1353,44650,45
2019,3,BOLIVAR,ACHI,199,24610,25
2019,3,ANTIOQUIA,LIBORINA,398,10040,10
2019,2,NORTE DE SANTANDER,CUCUTA,103345,749197,750
2018,4,ANTIOQUIA,CAICEDO,259,8297,9
2019,4,ARAUCA,CRAVO NORTE,320,4042,4
2019,2,PUTUMAYO,SANTIAGO,149,7284,7
2019,1,CUNDINAMARCA,PASCA,66,9341,9
2019,3,CUNDINAMARCA,COGUA,1960,23286,24
2019,2,BOYACA,LA VICTORIA,32,1118,2
2019,2,ANTIOQUIA,LIBORINA,417,10040,10
2019,4,CUNDINAMARCA,CHAGUANI,28,4255,5
2020,1,VALLE DEL CAUCA,TORO,994,14389,15
2019,4,SUCRE,GUARANDA,25,18198,19
2019,3,BOYACA,SAN LUIS DE GACENO,107,5476,6
2019,4,BOYACA,JERICO,16,3900,4
2019,1,SUCRE,SAMPUES,1880,47746,48
2019,3,HUILA,PITAL,414,13851,14
2018,3,NORTE DE SANTANDER,CHITAGA,98,11564,12
2019,4,CASANARE,CHAMEZA,20,2571,3
2019,3,HUILA,SANTA MARIA,228,10422,11
2018,3,CAQUETA,BELEN DE LOS ANDAQUIES,28,11021,12
2019,1,SANTANDER,SIMACOTA,88,10138,11
2019,4,SANTANDER,SANTA BARBARA,18,2425,3
2018,4,NORTE DE SANTANDER,TOLEDO,88,15440,16
2018,4,NORTE DE SANTANDER,GRAMALOTE,48,7295,8
2018,4,BOLIVAR,MARGARITA,111,10673,11
2019,1,BOYACA,VILLA DE LEYVA,1458,16617,17
2019,2,VALLE DEL CAUCA,VIJES,207,12817,13
2019,3,CHOCO,MEDIO BAUDO,28,15405,16
2018,4,ANTIOQUIA,GIRALDO,198,5544,6
2019,3,TOLIMA,ROVIRA,363,21556,22
2018,3,META,URIBE,152,9284,10
2020,1,CAQUETA,LA MONTA�ITA,114,14692,15
2019,4,CAQUETA,MORELIA,61,3718,5
2018,3,BOYACA,CHIQUINQUIRA,4636,56054,56
2019,2,CAUCA,EL TAMBO,404,53840,54
2020,1,CUNDINAMARCA,PASCA,33,9626,11
2019,4,CAUCA,SUAREZ,28,32226,32
2020,1,NORTE DE SANTANDER,CUCUTILLA,90,8475,9
2018,3,BOLIVAR,SAN JACINTO,1083,23913,24
2019,3,TOLIMA,COELLO,148,8286,8
2019,4,GUAINIA,CACAHUAL,6,886,2
2019,4,BOYACA,SORA,32,3050,4
2019,3,TOLIMA,CHAPARRAL,3269,50565,51
2018,3,CUNDINAMARCA,SIBATE,4003,33491,34
2019,4,META,LEJANIAS,43,11256,12
2020,1,SANTANDER,CARCASI,22,4259,5
2020,1,ATLANTICO,POLONUEVO,11,19545,20
2018,3,ANTIOQUIA,GIRALDO,200,5544,6
2018,4,ANTIOQUIA,YALI,949,7608,8
2018,3,SANTANDER,JESUS MARIA,34,3342,4
2018,3,HUILA,ELIAS,12,4211,5
2019,1,CORDOBA,MONTERIA,55360,498858,499
2019,3,CHOCO,SIPI,22,3202,4
2019,1,SANTANDER,SURATA,42,3977,4
2019,2,GUAVIARE,MIRAFLORES,12,6898,8
2018,3,VALLE DEL CAUCA,JAMUNDI,27120,159877,161
2018,4,CAUCA,ALMAGUER,49,18449,19
2020,1,HUILA,YAGUARA,320,7824,8
2018,4,ANTIOQUIA,SABANETA,31268,82375,83
2019,4,CUNDINAMARCA,CHOACHI,636,11213,12
2019,4,SANTANDER,PUENTE NACIONAL,88,14740,15
2018,3,NARI�O,EL PE�OL,61,7446,8
2019,3,CALDAS,SAN JOSE,80,4875,5
2019,4,MAGDALENA,TENERIFE,25,13354,14
2018,3,CAUCA,EL TAMBO,348,53891,54
2019,3,CESAR,CHIRIGUANA,421,28743,29
2019,1,CASANARE,RECETOR,25,1718,3
2019,3,CHOCO,BAHIA SOLANO,766,10207,10
2019,3,HUILA,PALERMO,898,26590,27
2020,1,NARI�O,MAGsI,12,25543,26
2019,2,CESAR,SAN ALBERTO,904,27449,28
2019,4,VALLE DEL CAUCA,ROLDANILLO,4573,36767,37
2019,4,MAGDALENA,ALGARROBO,382,16194,16
2019,1,CUNDINAMARCA,MOSQUERA,30133,141171,142
2018,4,CESAR,SAN MARTIN,149,26674,27
2019,3,BOYACA,CORRALES,164,2523,3
2019,1,BOYACA,SAN EDUARDO,44,1676,2
2019,2,CORDOBA,SAN PELAYO,1025,52481,53
2019,3,CASANARE,AGUAZUL,2559,37513,38
2020,1,CAUCA,SANTA ROSA,36,5383,6
2018,4,ANTIOQUIA,PUERTO TRIUNFO,1784,18055,19
2018,3,HUILA,GUADALUPE,271,17890,19
2018,3,HUILA,NEIVA,73866,357392,358
2018,3,NARI�O,SANTA BARBARA,2,13427,14
2019,1,NORTE DE SANTANDER,EL ZULIA,449,28240,28
2019,1,BOYACA,MARIPI,45,5697,7
2019,1,CUNDINAMARCA,PUERTO SALGAR,961,16058,17
2019,2,VALLE DEL CAUCA,ZARZAL,5407,42191,43
2019,3,CAUCA,PATIA,724,37183,38
2019,2,BOYACA,CHITARAQUE,71,5843,6
2019,2,MAGDALENA,CERRO SAN ANTONIO,9,9885,11
2019,3,NARI�O,OLAYA HERRERA,27,25282,26
2019,2,ANTIOQUIA,SAN RAFAEL,1116,15632,16
2018,4,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,81,11870,13
2019,4,BOYACA,SOTAQUIRA,184,8237,8
2019,2,NORTE DE SANTANDER,VILLA DEL ROSARIO,11071,107288,108
2019,3,CHOCO,MEDIO ATRATO,5,10817,12
2019,2,BOYACA,COVARACHIA,37,2742,4
2018,3,CUNDINAMARCA,VERGARA,69,6847,7
2019,2,ANTIOQUIA,SAN JUAN DE URABA,554,20549,21
2018,4,ANTIOQUIA,ALEJANDRIA,317,4657,5
2019,1,BOYACA,TUTA,281,8369,9
2019,3,MAGDALENA,PIVIJAY,1118,38203,38
2019,2,SUCRE,SAN MARCOS,1100,59254,59
2018,3,ANTIOQUIA,DABEIBA,972,23044,24
2019,1,NORTE DE SANTANDER,CACOTA,32,2855,3
2020,1,NORTE DE SANTANDER,CUCUTA,109413,777106,777
2019,1,SANTANDER,FLORIAN,71,5569,6
2018,4,CESAR,SAN ALBERTO,1018,26247,27
2018,4,CALDAS,BELALCAZAR,160,10660,11
2019,4,ATLANTICO,JUAN DE ACOSTA,552,21971,22
2020,1,CAQUETA,SAN JOSE DEL FRAGUA,29,13099,13
2019,1,SANTANDER,LANDAZURI,166,10482,11
2019,1,CESAR,EL COPEY,732,30957,31
2018,4,TOLIMA,PURIFICACION,1447,23536,24
2020,1,VALLE DEL CAUCA,ZARZAL,5074,42407,43
2020,1,BOYACA,TINJACA,24,3351,3
2019,1,SANTANDER,COROMORO,51,5009,6
2018,4,ANTIOQUIA,SAN ANDRES DE CUERQUIA,399,7235,8
2018,4,NARI�O,GUAITARILLA,256,11582,12
2019,3,NORTE DE SANTANDER,HERRAN,24,7087,7
2020,1,HUILA,BARAYA,78,8269,9
2019,3,ANTIOQUIA,TITIRIBI,516,10716,11
2020,1,NARI�O,PUPIALES,67,17219,17
2019,1,ANTIOQUIA,CAROLINA,444,3954,5
2019,4,CALDAS,ARANZAZU,78,10533,11
2019,2,META,GRANADA,4723,69770,71
2019,3,CUNDINAMARCA,QUIPILE,26,6380,7
2020,1,VICHADA,PUERTO CARRE�O,1288,20294,21
2018,4,MAGDALENA,PUEBLOVIEJO,12,29824,30
2018,3,VALLE DEL CAUCA,VERSALLES,103,7263,8
2018,3,ANTIOQUIA,ZARAGOZA,1215,24651,25
2020,1,QUINDIO,QUIMBAYA,3029,31142,31
2018,3,CESAR,PELAYA,132,20683,21
2019,1,CESAR,VALLEDUPAR,68094,513685,514
2018,4,VALLE DEL CAUCA,PRADERA,3793,47615,48
2019,1,TOLIMA,CAJAMARCA,383,18443,19
2020,1,ANTIOQUIA,SAN PEDRO DE URABA,1166,32147,33
2019,3,BOYACA,SATIVASUR,37,1100,1
2019,3,CORDOBA,CHINU,3195,48323,49
2019,1,RISARALDA,MARSELLA,580,16782,17
2019,4,VALLE DEL CAUCA,FLORIDA,4482,57696,58
2018,4,CAQUETA,MILAN,21,9723,10
2019,4,TOLIMA,GUAMO,1524,32826,33
2019,2,CUNDINAMARCA,SUSA,111,6769,7
2018,3,BOYACA,SATIVASUR,41,1097,2
2020,1,BOLIVAR,CALAMAR,246,23097,23
2020,1,CALDAS,FILADELFIA,116,11400,12
2018,4,CUNDINAMARCA,SAN BERNARDO,79,8487,9
2020,1,CALDAS,ANSERMA,2084,36691,37
2019,4,BOLIVAR,BARRANCO DE LOBA,45,14996,16
2020,1,VALLE DEL CAUCA,SAN PEDRO,1034,17201,18
2018,4,CHOCO,UNION PANAMERICANA,15,6816,7
2018,4,CAUCA,LOPEZ,35,18580,19
2018,4,META,PUERTO RICO,274,13061,14
2019,4,PUTUMAYO,COLON,20,5469,6
2018,3,CAUCA,VILLA RICA,253,20693,21
2019,1,BOYACA,OICATA,50,2858,3
2018,3,CUNDINAMARCA,JERUSALEN,49,2281,3
2020,1,CESAR,LA JAGUA DE IBIRICO,4863,50946,52
2020,1,CORDOBA,SAN BERNARDO DEL VIENTO,429,37075,37
2018,3,ANTIOQUIA,EBEJICO,601,12158,12
2018,3,ANTIOQUIA,SAN CARLOS,912,16247,17
2020,1,TOLIMA,SAN LUIS,54,13451,14
2019,4,NARI�O,LA TOLA,12,7441,8
2019,2,ANTIOQUIA,EL BAGRE,2903,52925,54
2018,4,CUNDINAMARCA,CHIA,34393,132181,132
2020,1,ANTIOQUIA,FRONTINO,1387,20700,22
2019,1,SANTANDER,PALMAS DEL SOCORRO,34,2584,4
2019,3,LA GUAJIRA,VILLANUEVA,2731,28816,30
2019,3,CESAR,CHIMICHAGUA,249,35269,36
2018,4,CUNDINAMARCA,LA CALERA,6046,29868,31
2018,4,ANTIOQUIA,NECHI,669,25790,26
2019,1,CUNDINAMARCA,JERUSALEN,49,2283,3
2019,4,NORTE DE SANTANDER,PAMPLONITA,67,5628,6
2018,4,TOLIMA,NATAGAIMA,640,14835,15
2019,3,PUTUMAYO,COLON,294,5469,6
2018,3,AMAZONAS,LA PEDRERA,0,3820,5
2018,3,CUNDINAMARCA,SUBACHOQUE,974,15690,16
2020,1,CAQUETA,SOLANO,9,11503,12
2019,1,BOYACA,PAIPA,3299,34177,35
2019,3,CUNDINAMARCA,CAJICA,21117,87866,88
2018,4,CUNDINAMARCA,SUSA,99,6454,7
2019,3,AMAZONAS,TARAPACA,23,3869,4
2019,1,CHOCO,EL CARMEN DE ATRATO,168,8197,9
2018,3,RISARALDA,MISTRATO,244,16950,18
2019,2,BOYACA,AQUITANIA,503,15460,16
2019,3,CESAR,LA JAGUA DE IBIRICO,5425,49052,50
2019,2,ATLANTICO,TUBARA,51,18190,18
2018,3,CUNDINAMARCA,SIMIJACA,648,12847,13
2019,2,CUNDINAMARCA,FOSCA,65,5892,6
2018,4,NORTE DE SANTANDER,EL CARMEN,259,13144,14
2020,1,CASANARE,AGUAZUL,2680,38010,38
2018,4,CESAR,RIO DE ORO,18,16837,17
2019,3,BOLIVAR,CLEMENCIA,499,15014,16
2019,2,ATLANTICO,LURUACO,672,29348,30
2018,3,SANTANDER,SANTA HELENA DEL OPON,30,3389,4
2019,4,CUNDINAMARCA,MACHETA,47,6171,7
2018,4,QUINDIO,GENOVA,200,7516,8
2019,1,SANTANDER,CEPITA,32,2018,3
2018,4,BOYACA,BRICE�O,41,2198,3
2019,2,SANTANDER,SAN BENITO,43,2957,4
2019,4,ANTIOQUIA,YONDO,1069,19624,20
2019,3,BOYACA,COMBITA,163,13140,14
2018,3,BOYACA,SANTA SOFIA,54,3179,4
2020,1,ARAUCA,FORTUL,672,20148,21
2019,1,MAGDALENA,GUAMAL,35,27345,28
2018,3,ANTIOQUIA,CARACOLI,268,4582,5
2019,4,CAUCA,BUENOS AIRES,40,31754,32
2020,1,SANTANDER,PUERTO PARRA,52,8017,8
2019,1,NORTE DE SANTANDER,SAN CALIXTO,22,12127,13
2019,4,NORTE DE SANTANDER,SANTIAGO,35,3537,4
2019,3,HUILA,TELLO,101,11775,12
2018,3,BOYACA,MONIQUIRA,385,22572,23
2018,4,NARI�O,OSPINA,152,7105,8
2018,4,LA GUAJIRA,FONSECA,3140,42772,43
2019,3,META,MAPIRIPAN,20,7086,8
2018,3,NARI�O,RICAURTE,138,19631,20
2019,4,ANTIOQUIA,GRANADA,728,9870,10
2019,4,ARAUCA,TAME,2350,46741,47
2019,3,HUILA,TARQUI,267,17587,18
2019,3,CASANARE,CHAMEZA,48,2571,3
2020,1,BOYACA,TOGsI,50,4335,5
2018,4,SANTANDER,CERRITO,103,6729,7
2019,4,BOYACA,MIRAFLORES,185,8937,9
2019,4,CUNDINAMARCA,GUATAVITA,296,6561,7
2019,1,MAGDALENA,PUEBLOVIEJO,13,31151,32
2019,2,SANTANDER,LANDAZURI,183,10482,11
2019,4,BOYACA,TIPACOQUE,15,3299,4
2018,4,SANTANDER,ENCISO,49,3461,4
2019,3,ATLANTICO,MANATI,22,20698,21
2018,3,ANTIOQUIA,GUADALUPE,403,6560,7
2018,4,SANTANDER,BOLIVAR,88,11287,12
2019,3,CALDAS,MANIZALES,86178,440608,441
2019,4,CUNDINAMARCA,SILVANIA,810,22550,23
2019,3,BOYACA,SATIVANORTE,53,2177,3
2019,3,NORTE DE SANTANDER,LOS PATIOS,12754,93754,94
2019,3,NARI�O,IMUES,134,7530,8
2018,4,CASANARE,AGUAZUL,2413,36915,37
2018,3,BOYACA,PAIPA,3348,33535,34
2019,3,HUILA,LA ARGENTINA,282,13021,13
2019,1,ANTIOQUIA,CARAMANTA,267,4670,5
2019,4,ANTIOQUIA,SAN FRANCISCO,229,5776,6
2018,3,BOYACA,CHIVOR,43,2479,3
2019,4,SANTANDER,ZAPATOCA,36,9507,10
2019,3,CASANARE,PAZ DE ARIPORO,1914,36861,38
2019,3,NORTE DE SANTANDER,LA ESPERANZA,39,11941,13
2020,1,GUAINIA,LA GUADALUPE,0,296,1
2019,1,CALDAS,LA MERCED,146,5916,6
2020,1,RISARALDA,PEREIRA,114724,477027,478
2019,4,CASANARE,RECETOR,16,1718,2
2019,4,SANTANDER,VILLANUEVA,117,7927,9
2019,3,BOLIVAR,MARGARITA,102,10913,11
2018,3,SANTANDER,MOGOTES,205,10527,11
